"catalogNumber","traitID","taxonID","stageID","observationNumber","scientificName","traitName","traitValue","traitUnit","valueType","lifeStage","assocTemperature","dispersionSD","individualCount","sizeType","sizeAssocName","sizeAssocUnit","sizeAssocValue","sizeAssocSD","sizeAssocN","sizeAssocReference","verbatimLocality","decimalLongitude","decimalLatitude","notes","primaryReference","secondaryReference","primaryReferenceDOI","secondaryReferenceDOI","acceptedNameUsageID","acceptedNameUsage","taxonRank","kingdom","phylum","class","order","family","genus","majorgroup","basisOfRecord","basisOfRecordDescription","uploadBy","uploadDate","maxObsNum","verbatimScientificName","verbatimTraitName","verbatimTraitValue","verbatimTraitUnit","verbatimLifeStage","verbatimTemperature","verbatimNotes","aggregateMeasure","isDerived","catalogSource","errorRisk","errorRiskRank"
"NA-1431-1",NA,1431,0,1,"Metridia ornata","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 1800-2800","Yamaguchi2002b",NA,"doi.org/10.1016/S0967-0637(02)00008-0",NA,"urn:lsid:marinespecies.org:taxname:344690","Metridia ornata Brodsky, 1950","Species","Animalia","Arthropoda","Copepoda","Calanoida","Metridinidae","Metridia","Calanoid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-1431-1",NA,NA
"NA-2249-1",NA,2249,0,1,"Spinocalanus magnus","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: ~1800","Yamaguchi2002b",NA,"doi.org/10.1016/S0967-0637(02)00008-0",NA,"urn:lsid:marinespecies.org:taxname:104853","Spinocalanus magnus Wolfenden, 1904","Species","Animalia","Arthropoda","Copepoda","Calanoida","Spinocalanidae","Spinocalanus","Calanoid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-2249-1",NA,NA
"NA-2246-1",NA,2246,0,1,"Spinocalanus horridus","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 1800-1900","Yamaguchi2002b",NA,"doi.org/10.1016/S0967-0637(02)00008-0",NA,"urn:lsid:marinespecies.org:taxname:104851","Spinocalanus horridus Wolfenden, 1911","Species","Animalia","Arthropoda","Copepoda","Calanoida","Spinocalanidae","Spinocalanus","Calanoid","converted from categorical",NA,"P. Pata","2023-08-15",2,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-2246-1",NA,NA
"NA-1343-1",NA,1343,0,1,"Lucicutia pacifica","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 2100-2900","Yamaguchi2002b",NA,"doi.org/10.1016/S0967-0637(02)00008-0",NA,"urn:lsid:marinespecies.org:taxname:353211","Lucicutia pacifica Brodsky, 1950","Species","Animalia","Arthropoda","Copepoda","Calanoida","Lucicutiidae","Lucicutia","Calanoid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-1343-1",NA,NA
"NA-1433-1",NA,1433,0,1,"Metridia princeps","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 2400-2800","Yamaguchi2002b",NA,"doi.org/10.1016/S0967-0637(02)00008-0",NA,"urn:lsid:marinespecies.org:taxname:104635","Metridia princeps Giesbrecht, 1889","Species","Animalia","Arthropoda","Copepoda","Calanoida","Metridinidae","Metridia","Calanoid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-1433-1",NA,NA
"NA-408-1",NA,408,0,1,"Aetideopsis rostrata","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 1800-2700","Yamaguchi2002b",NA,"doi.org/10.1016/S0967-0637(02)00008-0",NA,"urn:lsid:marinespecies.org:taxname:104272","Aetideopsis rostrata Sars G.O., 1903","Species","Animalia","Arthropoda","Copepoda","Calanoida","Aetideidae","Aetideopsis","Calanoid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-408-1",NA,NA
"NA-1113-1",NA,1113,0,1,"Gaetanus paracurvicornis","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 2400-2800","Yamaguchi2002b",NA,"doi.org/10.1016/S0967-0637(02)00008-0",NA,"urn:lsid:marinespecies.org:taxname:342622","Gaetanus paracurvicornis Brodsky, 1950","Species","Animalia","Arthropoda","Copepoda","Calanoida","Aetideidae","Gaetanus","Calanoid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-1113-1",NA,NA
"NA-1337-1",NA,1337,0,1,"Lucicutia magna","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 3300-4000","Yamaguchi2002b",NA,"doi.org/10.1016/S0967-0637(02)00008-0",NA,"urn:lsid:marinespecies.org:taxname:104607","Lucicutia magna Wolfenden, 1903","Species","Animalia","Arthropoda","Copepoda","Calanoida","Lucicutiidae","Lucicutia","Calanoid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-1337-1",NA,NA
"NA-1332-1",NA,1332,0,1,"Lucicutia longifurca","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: ~1800","Yamaguchi2002b",NA,"doi.org/10.1016/S0967-0637(02)00008-0",NA,"urn:lsid:marinespecies.org:taxname:346632","Lucicutia longifurca Brodsky, 1950","Species","Animalia","Arthropoda","Copepoda","Calanoida","Lucicutiidae","Lucicutia","Calanoid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-1332-1",NA,NA
"181-3407-1",181,3407,0,1,"Solmaris","TG.carnivore","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prey description: Feeds on samll gelatinous zooplankton including chaetognaths and doliolids","WrobelMills1998",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:117239","Solmaris Haeckel, 1879","Genus","Animalia","Cnidaria","Hydrozoa","Narcomedusae","Solmarisidae","Solmaris","Hydromedusae","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"140-3407-1",NA,NA
"NA-1900-1",NA,1900,0,1,"Pseudochirella","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 2400-2800","Yamaguchi2002b",NA,"doi.org/10.1016/S0967-0637(02)00008-0",NA,"urn:lsid:marinespecies.org:taxname:104126","Pseudochirella Sars G.O., 1920","Genus","Animalia","Arthropoda","Copepoda","Calanoida","Aetideidae","Pseudochirella","Calanoid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-1900-1",NA,NA
"NA-1920-1",NA,1920,0,1,"Pseudochirella obtusa","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 1000-1500","Yamaguchi2002b",NA,"doi.org/10.1016/S0967-0637(02)00008-0",NA,"urn:lsid:marinespecies.org:taxname:104335","Pseudochirella obtusa (Sars G.O., 1905)","Species","Animalia","Arthropoda","Copepoda","Calanoida","Aetideidae","Pseudochirella","Calanoid","converted from categorical",NA,"P. Pata","2023-08-15",2,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-1920-1",NA,NA
"NA-1119-1",NA,1119,0,1,"Gaetanus secundus","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 2400-2800","Yamaguchi2002b",NA,"doi.org/10.1016/S0967-0637(02)00008-0",NA,"urn:lsid:marinespecies.org:taxname:346493","Gaetanus secundus Esterly, 1911","Species","Animalia","Arthropoda","Copepoda","Calanoida","Aetideidae","Gaetanus","Calanoid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-1119-1",NA,NA
"NA-1341-1",NA,1341,0,1,"Lucicutia orientalis","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 2400-2800","Yamaguchi2002b",NA,"doi.org/10.1016/S0967-0637(02)00008-0",NA,"urn:lsid:marinespecies.org:taxname:346634","Lucicutia orientalis Brodsky, 1950","Species","Animalia","Arthropoda","Copepoda","Calanoida","Lucicutiidae","Lucicutia","Calanoid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-1341-1",NA,NA
"NA-2420-1",NA,2420,0,1,"Undeuchaeta major","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 3300-4000","Yamaguchi2002b",NA,"doi.org/10.1016/S0967-0637(02)00008-0",NA,"urn:lsid:marinespecies.org:taxname:104342","Undeuchaeta major Giesbrecht, 1888","Species","Animalia","Arthropoda","Copepoda","Calanoida","Aetideidae","Undeuchaeta","Calanoid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-2420-1",NA,NA
"NA-570-1",NA,570,0,1,"Bradyidius pacificus","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 3300-4000","Yamaguchi2002b",NA,"doi.org/10.1016/S0967-0637(02)00008-0",NA,"urn:lsid:marinespecies.org:taxname:346176","Bradyidius pacificus (Brodsky, 1950)","Species","Animalia","Arthropoda","Copepoda","Calanoida","Aetideidae","Bradyidius","Calanoid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-570-1",NA,NA
"NA-1350-1",NA,1350,0,1,"Lucicutia profunda","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 3300-4000","Yamaguchi2002b",NA,"doi.org/10.1016/S0967-0637(02)00008-0",NA,"urn:lsid:marinespecies.org:taxname:346636","Lucicutia profunda Brodsky, 1950","Species","Animalia","Arthropoda","Copepoda","Calanoida","Lucicutiidae","Lucicutia","Calanoid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-1350-1",NA,NA
"NA-1340-1",NA,1340,0,1,"Lucicutia oblonga","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 3300-4000","Yamaguchi2002b",NA,"doi.org/10.1016/S0967-0637(02)00008-0",NA,"urn:lsid:marinespecies.org:taxname:346633","Lucicutia oblonga Brodsky, 1950","Species","Animalia","Arthropoda","Copepoda","Calanoida","Lucicutiidae","Lucicutia","Calanoid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-1340-1",NA,NA
"NA-2148-1",NA,2148,0,1,"Scaphocalanus subbrevicornis","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 1200-2500","Yamaguchi2002b",NA,"doi.org/10.1016/S0967-0637(02)00008-0",NA,"urn:lsid:marinespecies.org:taxname:104802","Scaphocalanus subbrevicornis (Wolfenden, 1911)","Species","Animalia","Arthropoda","Copepoda","Calanoida","Scolecitrichidae","Scaphocalanus","Calanoid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-2148-1",NA,NA
"NA-2143-1",NA,2143,0,1,"Scaphocalanus medius","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 1200-1800","Yamaguchi2002b",NA,"doi.org/10.1016/S0967-0637(02)00008-0",NA,"urn:lsid:marinespecies.org:taxname:104799","Scaphocalanus medius (Sars G.O., 1907)","Species","Animalia","Arthropoda","Copepoda","Calanoida","Scolecitrichidae","Scaphocalanus","Calanoid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-2143-1",NA,NA
"181-3170-1",181,3170,0,1,"Cunina","TG.carnivore","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prey description: Feeds on gelatinous zooplankton: hydromedusae, ctenophores, salps, and doliolids","WrobelMills1998",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:117072","Cunina Eschscholtz, 1829","Genus","Animalia","Cnidaria","Hydrozoa","Narcomedusae","Cuninidae","Cunina","Hydromedusae","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"140-3170-1",NA,NA
"NA-2470-1",NA,2470,0,1,"Xanthocalanus kurilensis","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 900-1500","Yamaguchi2002b",NA,"doi.org/10.1016/S0967-0637(02)00008-0",NA,"urn:lsid:marinespecies.org:taxname:356387","Xanthocalanus kurilensis Brodsky, 1950","Species","Animalia","Arthropoda","Copepoda","Calanoida","Phaennidae","Xanthocalanus","Calanoid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-2470-1",NA,NA
"NA-2122-1",NA,2122,0,1,"Scaphocalanus affinis","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 1800-2500","Yamaguchi2002b",NA,"doi.org/10.1016/S0967-0637(02)00008-0",NA,"urn:lsid:marinespecies.org:taxname:104786","Scaphocalanus affinis (Sars G.O., 1905)","Species","Animalia","Arthropoda","Copepoda","Calanoida","Scolecitrichidae","Scaphocalanus","Calanoid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-2122-1",NA,NA
"NA-1305-1",NA,1305,0,1,"Lophothrix frontalis","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: ~1300","Yamaguchi2002b",NA,"doi.org/10.1016/S0967-0637(02)00008-0",NA,"urn:lsid:marinespecies.org:taxname:104779","Lophothrix frontalis Giesbrecht, 1895","Species","Animalia","Arthropoda","Copepoda","Calanoida","Scolecitrichidae","Lophothrix","Calanoid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-1305-1",NA,NA
"NA-1520-1",NA,1520,0,1,"Onchocalanus magnus","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: ~1300","Yamaguchi2002b",NA,"doi.org/10.1016/S0967-0637(02)00008-0",NA,"urn:lsid:marinespecies.org:taxname:104696","Onchocalanus magnus (Wolfenden, 1906)","Species","Animalia","Arthropoda","Copepoda","Calanoida","Phaennidae","Onchocalanus","Calanoid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-1520-1",NA,NA
"NA-2212-1",NA,2212,0,1,"Scottocalanus securifrons","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: ~1300","Yamaguchi2002b",NA,"doi.org/10.1016/S0967-0637(02)00008-0",NA,"urn:lsid:marinespecies.org:taxname:104833","Scottocalanus securifrons (Scott T., 1894)","Species","Animalia","Arthropoda","Copepoda","Calanoida","Scolecitrichidae","Scottocalanus","Calanoid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-2212-1",NA,NA
"NA-1193-1",NA,1193,0,1,"Heterorhabdus pacificus","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 2200-2800","Yamaguchi2002b",NA,"doi.org/10.1016/S0967-0637(02)00008-0",NA,"urn:lsid:marinespecies.org:taxname:346541","Heterorhabdus pacificus Brodsky, 1950","Species","Animalia","Arthropoda","Copepoda","Calanoida","Heterorhabdidae","Heterorhabdus","Calanoid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-1193-1",NA,NA
"NA-1649-1",NA,1649,0,1,"Paraeuchaeta tumidula","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 2200-2800","Yamaguchi2002b",NA,"doi.org/10.1016/S0967-0637(02)00008-0",NA,"urn:lsid:marinespecies.org:taxname:104573","Paraeuchaeta tumidula (Sars G.O., 1905)","Species","Animalia","Arthropoda","Copepoda","Calanoida","Euchaetidae","Paraeuchaeta","Calanoid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-1649-1",NA,NA
"NA-1656-1",NA,1656,0,1,"Paraheterorhabdus compactus","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 1300-2300","Yamaguchi2002b",NA,"doi.org/10.1016/S0967-0637(02)00008-0",NA,"urn:lsid:marinespecies.org:taxname:254603","Paraheterorhabdus compactus (Sars G.O., 1900)","Species","Animalia","Arthropoda","Copepoda","Calanoida","Heterorhabdidae","Paraheterorhabdus","Calanoid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-1656-1",NA,NA
"NA-998-1",NA,998,0,1,"Euaugaptilus similis","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 2200-2800","Yamaguchi2002b",NA,"doi.org/10.1016/S0967-0637(02)00008-0",NA,"urn:lsid:marinespecies.org:taxname:430073","Euaugaptilus similis (Farran, 1908)","Species","Animalia","Arthropoda","Copepoda","Calanoida","Augaptilidae","Euaugaptilus","Calanoid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-998-1",NA,NA
"NA-992-1",NA,992,0,1,"Euaugaptilus pseudaffinis","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: ~1800","Yamaguchi2002b",NA,"doi.org/10.1016/S0967-0637(02)00008-0",NA,"urn:lsid:marinespecies.org:taxname:351649","Euaugaptilus pseudaffinis Brodsky, 1950","Species","Animalia","Arthropoda","Copepoda","Calanoida","Augaptilidae","Euaugaptilus","Calanoid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-992-1",NA,NA
"181-3413-1",181,3413,0,1,"Solmissus","TG.carnivore","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prey description: Feeds on gelatinous zooplankton: medusae, ctenophores, and salps","WrobelMills1998",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:117074","Solmissus Haeckel, 1879","Genus","Animalia","Cnidaria","Hydrozoa","Narcomedusae","Cuninidae","Solmissus","Hydromedusae","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"140-3413-1",NA,NA
"NA-1149-1",NA,1149,0,1,"Haloptilus longicirrus","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 1300-1800","Yamaguchi2002b",NA,"doi.org/10.1016/S0967-0637(02)00008-0",NA,"urn:lsid:marinespecies.org:taxname:104430","Haloptilus longicirrus Brodsky, 1950","Species","Animalia","Arthropoda","Copepoda","Calanoida","Augaptilidae","Haloptilus","Calanoid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-1149-1",NA,NA
"NA-490-1",NA,490,0,1,"Augaptilus cornutus","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 1300-2300","Yamaguchi2002b",NA,"doi.org/10.1016/S0967-0637(02)00008-0",NA,"urn:lsid:marinespecies.org:taxname:104371","Augaptilus cornutus Wolfenden, 1911","Species","Animalia","Arthropoda","Copepoda","Calanoida","Augaptilidae","Augaptilus","Calanoid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-490-1",NA,NA
"NA-1578-1",NA,1578,0,1,"Paraeuchaeta barbata barbata","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 2200-2800","Yamaguchi2002b",NA,"doi.org/10.1016/S0967-0637(02)00008-0",NA,"urn:lsid:marinespecies.org:taxname:1507271","Paraeuchaeta barbata barbata (Brady, 1883)","Species","Animalia","Arthropoda","Copepoda","Calanoida","Euchaetidae","Paraeuchaeta","Calanoid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-1578-1",NA,NA
"NA-961-1",NA,961,0,1,"Euaugaptilus graciloides","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 2200-2800","Yamaguchi2002b",NA,"doi.org/10.1016/S0967-0637(02)00008-0",NA,"urn:lsid:marinespecies.org:taxname:346407","Euaugaptilus graciloides Brodsky, 1950","Species","Animalia","Arthropoda","Copepoda","Calanoida","Augaptilidae","Euaugaptilus","Calanoid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-961-1",NA,NA
"NA-1569-1",NA,1569,0,1,"Paraeuchaeta abyssalis","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: ~1800","Yamaguchi2002b",NA,"doi.org/10.1016/S0967-0637(02)00008-0",NA,"urn:lsid:marinespecies.org:taxname:359839","Paraeuchaeta abyssalis Brodsky, 1950","Species","Animalia","Arthropoda","Copepoda","Calanoida","Euchaetidae","Paraeuchaeta","Calanoid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-1569-1",NA,NA
"NA-1583-1",NA,1583,0,1,"Paraeuchaeta brevirostris","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: ~1300","Yamaguchi2002b",NA,"doi.org/10.1016/S0967-0637(02)00008-0",NA,"urn:lsid:marinespecies.org:taxname:359845","Paraeuchaeta brevirostris Brodsky, 1950","Species","Animalia","Arthropoda","Copepoda","Calanoida","Euchaetidae","Paraeuchaeta","Calanoid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-1583-1",NA,NA
"NA-950-1",NA,950,0,1,"Euaugaptilus distinctus","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 2200-2800","Yamaguchi2002b",NA,"doi.org/10.1016/S0967-0637(02)00008-0",NA,"urn:lsid:marinespecies.org:taxname:346404","Euaugaptilus distinctus (Brodsky, 1950)","Species","Animalia","Arthropoda","Copepoda","Calanoida","Augaptilidae","Euaugaptilus","Calanoid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-950-1",NA,NA
"NA-1616-1",NA,1616,0,1,"Paraeuchaeta orientalis","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 3200-3800","Yamaguchi2002b",NA,"doi.org/10.1016/S0967-0637(02)00008-0",NA,"urn:lsid:marinespecies.org:taxname:354602","Paraeuchaeta orientalis Brodsky, 1950","Species","Animalia","Arthropoda","Copepoda","Calanoida","Euchaetidae","Paraeuchaeta","Calanoid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-1616-1",NA,NA
"NA-1317-1",NA,1317,0,1,"Lucicutia bicornuta","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 1000-3000","Takenaka2012",NA,"10.1093/molbev/mss009",NA,"urn:lsid:marinespecies.org:taxname:104594","Lucicutia bicornuta Wolfenden, 1905","Species","Animalia","Arthropoda","Copepoda","Calanoida","Lucicutiidae","Lucicutia","Calanoid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-1317-1",NA,NA
"NA-2141-2",NA,2141,0,2,"Scaphocalanus magnus","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 1000-3000","Takenaka2012",NA,"10.1093/molbev/mss009",NA,"urn:lsid:marinespecies.org:taxname:104798","Scaphocalanus magnus (Scott T., 1894)","Species","Animalia","Arthropoda","Copepoda","Calanoida","Scolecitrichidae","Scaphocalanus","Calanoid","converted from categorical",NA,"P. Pata","2023-08-15",5,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-2141-2",NA,NA
"181-3100-1",181,3100,0,1,"Benthocodon pedunculatus","TG.carnivore","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prey description: Feeds on small crutacens and foraminifera","WrobelMills1998",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:1417788","Benthocodon pedunculatus (Bigelow, 1913)","Species","Animalia","Cnidaria","Hydrozoa","Trachymedusae","Rhopalonematidae","Benthocodon","Hydromedusae","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"140-3100-1",NA,NA
