Taxon,Genus,Species,Dry mass g,Temp. oC,Uncorrected mortality rate y-1,log10 Dry mass g,log10 Generation time at 20oC y
Invertebrate,Mesocyclops,leuckarti,0.00000813,20,8.202,-5.089909454,-0.913919765
Invertebrate,Mesocyclops,leuckarti,0.00000813,25,1.587,-5.089909454,-0.01316947
Invertebrate,Mesodesma,arctatum,11.7,5.35,0.263,1.068185862,-0.007802472
Invertebrate,Mesodesma,donacium,31,16.85,2.5,1.491361694,-0.519324788
Invertebrate,Moira,atropes,33.3,25.85,0.83,1.522444234,0.299565299
Invertebrate,Mya,arenaria,9.05,8.85,0.64,0.956648579,-0.248032595
Invertebrate,Mya,truncata,6.78,1.85,0.25,0.831229694,-0.135497047
Invertebrate,Mya,truncata,7.33,-0.15,0.1,0.865103975,0.1751707
Invertebrate,Mya,truncata,84.8,1.85,0.14,1.928395852,0.116314926
Invertebrate,Mytilid,9.68E+00,17,0.0526,2,1.230448921,-1.116960453
Invertebrate,Nacella,concinna,5.95,-0.95,0.196,0.774516966,-0.152353369
Invertebrate,Nacella,delesserti,38.8,4.85,0.343,1.588831726,-0.144297234
Invertebrate,Nematobrachion,boopis,0.0065,10.25,0.667,-2.187086643,-0.208590512
Invertebrate,Nematoscelis,megalops,0.0075,13,0.667,-2.124938737,-0.097499053
Invertebrate,Nephtys,incisa,0.28,11.65,2.155,-0.552841969,-0.661088217
Invertebrate,Nereis,diversicolor,1.22,8.85,3.79,0.086359831,-1.020491831
Invertebrate,Nereis,virens,2.68,8.85,1.44,0.428134794,-0.600215113
Invertebrate,Notholca,caudata,1.75E-08,5,14.777,-7.756961951,-1.772234484
Invertebrate,Notholca,caudata,1.75E-08,10,17.217,-7.756961951,-1.630628384
Invertebrate,Notholca,caudata,1.75E-08,15,31.739,-7.756961951,-1.695504512
Invertebrate,Notholca,caudata,1.75E-08,20,52.143,-7.756961951,-1.717196014
Invertebrate,Notoacmaea,scutum,6.23,11.85,2.05,0.794488047,-0.6313227
Invertebrate,Nucella,lapillus,2.06,6.85,0.35,1.31386722,-0.068898946
Invertebrate,Nucula,proxima,0.0107,9.85,0.49,-1.970616222,-0.090999375
Invertebrate,Nucula,turgida,0.448,11.85,0.599,-0.348721986,-0.096995662
Invertebrate,Ophiocten,gracilis,0.0833,2.85,0.811,-1.079354999,-0.603416068
Invertebrate,Ophiocten,hastatum,0.05,9,0.222,-1.301029996,0.217970353
Invertebrate,Ophionepthys,limicola,8.15,24.85,1.966,0.911157609,-0.111706778
Invertebrate,Ophionotus,hexactis,1.69,1.35,0.597,0.227886705,-0.535230211
Invertebrate,Ophiura,ljungmani,0.0273,2.85,1.148,-1.563837353,-0.754337102
Invertebrate,Ophiura,ljungmani,0.218,2.85,0.334,-0.661543506,-0.218141681
Invertebrate,Pachygrapsus,gracilis,2.7,27.85,5.4,0.431363764,-0.440949949
Invertebrate,Parvicardium,exiguum,0.368,15.65,4.088,-0.434152181,-0.779833996
Invertebrate,Pectinaria,hyperboreia,0.239,5.85,2.263,-0.621602099,-0.921450716
Invertebrate,Pectinaria,koreni,0.0358,11.85,8.522,-1.446116973,-1.250110369
Invertebrate,Perna,perna,3.98,20.85,4.799,0.599883072,-0.648841768
Invertebrate,Perna,perna,6.63,20.85,4.618,0.821513528,-0.632144947
Invertebrate,Philine,gibba,9.53,1.35,0.671,0.979092901,-0.5859784
Invertebrate,Pontoporeia,femorata,0.0905,5.85,4.233,-1.043351421,-1.19341443
Invertebrate,Prochaetoderma,yongei,0.000273,3.35,1.714,-3.563837353,-0.906942194
Invertebrate,Reticulammina,labyrinthica,0.0113,2.5,1.254,-1.946921557,-0.807763767
Invertebrate,Scolelepis,gaucha,0.00438,19.85,11.354,-2.358525889,-1.060869934
Invertebrate,Scolelepis,squamata,0.0244,21.85,4.02,-1.612610174,-0.534144876
Invertebrate,Serolis,polita,1.15,-0.85,0.626,0.06069784,-0.652251798
Invertebrate,Siliqua,patula,9.3,10.3,0.274,0.968482949,0.179823844
Invertebrate,Siliqua,patula,10.5,10.3,0.161,1.021189299,0.41074853
Invertebrate,Siliqua,patula,11.4,14.4,0.28,1.056904851,0.335208175
Invertebrate,Siliqua,patula,14.6,12.2,0.171,1.164352856,0.461534004
Invertebrate,Siliqua,patula,14.9,10.3,0.199,1.173186268,0.31872133
Invertebrate,Siliqua,patula,15,8,0.138,1.176091259,0.383146772
Invertebrate,Siliqua,patula,23.8,5,0.05,1.376576957,0.698381785
Invertebrate,Siliqua,patula,24.2,5.9,0.069,1.383815366,0.596488649
Invertebrate,Siliqua,patula,26,5.9,0.075,1.414973348,0.560276476
Invertebrate,Siliqua,patula,29,4.6,0.066,1.462397998,0.560846191
Invertebrate,Spisula,sachalinesis,181,13.85,0.609,2.257678575,-0.024083864
Invertebrate,Sterechinus,antarcticus,13.1,-1.15,0.07,1.117271296,0.285955248
Invertebrate,Strongylocentr.,droeb.,0.52,5.85,0.799,-0.283996656,-0.469312941
Invertebrate,Strongylocentr.,franciscanus,400,16.05,0.106,2.602059991,0.822060417
Invertebrate,Strongylocentr.,franciscanus,648,16.05,0.083,2.811575006,0.92828819
Invertebrate,Strongylocentr,purpuratus,0.82,14.85,1.227,-0.086186148,-0.288677199
Invertebrate,Strongylocentr,purpuratus,4.5,14.05,0.204,0.653212514,0.458852129
Invertebrate,Strongylocentr,purpuratus,5.18,15.25,0.317,0.71432976,0.314884716
Invertebrate,Strongylocentr,purpuratus,8.8,8.85,0.119,0.944482672,0.482600418
Invertebrate,Strongylocentrotus,pallidus,30.8,0.85,0.082,1.488550717,0.305152234
Invertebrate,Tapes,philippimarum,4.73,24.05,2.406,0.674861141,-0.229010354
Invertebrate,Tellina,fabula,0.0615,9.85,1.99,-1.211124884,-0.699656371
Invertebrate,Tellina,fabula,0.153,9.85,1.723,-0.815308569,-0.637088572
Invertebrate,Tellina,martinicensis,1.26,25.85,1.686,0.100370545,-0.008214179
Invertebrate,Terebellides,stroemi,0.0625,-0.15,0.475,-1.204119983,-0.50152291
Invertebrate,Theora,lubrica,0.0238,16.85,4.236,-1.623423043,-0.748340731
Invertebrate,Thysanopoda,acutifrons,0.0198,10.25,0.444,-1.70333481,-0.031847648
Invertebrate,Tindaria,callistiformis,0.00144,3.5,0.25,-2.841637508,-0.064447363
Invertebrate,Turbo,sarmaticus,163,16.85,0.81,2.212187604,-0.029869798
Invertebrate,Tysanoessa,longicaudata,0.0015,13,1.411,-2.823908741,-0.422900232
Invertebrate,Uca,cumulanta,1.57,27.85,10.6,0.195899652,-0.733862054
Invertebrate,Uca,maracoani,7.85,27.85,5.3,0.894869657,-0.432832058
Invertebrate,Uca,maracoani,14.3,27.85,5.3,1.155336037,-0.432832058
Invertebrate,Uca,rapax,6.85,27.85,4.9,0.835690571,-0.398752269
Invertebrate,Uca,vocator,8.9,27.85,2.8,0.949390007,-0.15571422
Invertebrate,Unio,tumidis,5.35,12.55,0.352,0.728353782,0.16205186
Invertebrate,Venerupis,aurea,5.2,11.85,0.37,0.716003344,0.112229437
Invertebrate,Venerupis,aurea,5.45,11.85,0.35,0.736396502,0.136363116
Invertebrate,Venus,antiqua,40.5,11.55,0.664,1.607455023,-0.153849327
Invertebrate,Vesicomyid,2.38E-03,21,0.037,1,1.322219295,-0.81661519
Invertebrate,Yoldia,eightsi,5.2,-0.95,0.13,0.716003344,0.025959351
Invertebrate,Yoldia,eightsi,5.48,-0.95,0.114,0.738780558,0.082997851
Invertebrate,Yoldia,limatula,4.93,8.85,0.803,0.692846919,-0.346568166
Invertebrate,Zygochlamys,patagonica,75.3,7.85,1.039,1.876794976,-0.499809661
Mammal,Acinonyx,jubatus,12500,38,0.213,4.096910013,1.318099329
Mammal,Acinonyx,jubatus,12500,38,0.169,4.096910013,1.418592227
Mammal,Acrobates,pygmaeus,3,38,0.667,0.477121255,0.822353098
Mammal,Aepyceros,melampus,13130,38,0.196,4.118264726,1.354222861
Mammal,Aepyceros,melampus,13130,38,0.169,4.118264726,1.418592227
Mammal,Aepyprymnus,rufescens,812.5,38,0.435,2.90982337,1.007989675
Mammal,Ailuropoda,melanoleuca,30000,38,0.097,4.477121255,1.659707198
Mammal,Ailurus,fulgens,875,38,0.182,2.942008053,1.386407544
Mammal,Alcelaphus,buselaphus,42750,38,0.127,4.630936119,1.542675211
Mammal,Alces,alces,89750,38,0.159,4.953034457,1.445081808
Mammal,Alces,alces,89750,38,0.093,4.953034457,1.677995983
Mammal,Allenopithecus,nigroviridis,1187,38,0.11,3.074450719,1.605086247
Mammal,Alopex,lagopus,862.5,38,0.256,2.935759104,1.238238967
Mammal,Alouatta,palliata,1819,38,0.127,3.259832699,1.542675211
Mammal,Alouatta,palliata,1819,38,0.127,3.259832699,1.542675211
Mammal,Alouatta,palliata,1819,38,0.101,3.259832699,1.642157558
Mammal,Alouatta,palliata,1819,38,0.101,3.259832699,1.642157558
Mammal,Alouatta,seniculus,1536,38,0.101,3.186391216,1.642157558
Mammal,Ammotragus,lervia,20940,38,0.256,4.320976677,1.238238967
Mammal,Antechinus,flavipes,11.25,38,3.333,1.051152522,0.123643618
Mammal,Antechinus,flavipes,11.25,38,1.429,1.051152522,0.491446703
Mammal,Antechinus,stuartii,6.875,38,3.846,0.837272703,0.061469652
Mammal,Antechinus,stuartii,6.875,38,0.909,0.837272703,0.687915049
Mammal,Antidorcas,marsupialis,9762,38,0.127,3.989538803,1.542675211
Mammal,Antilocapra,americana,11520,38,0.256,4.061452479,1.238238967
Mammal,Antilocapra,americana,11520,38,0.256,4.061452479,1.238238967
Mammal,Antilope,cervicapra,9250,38,0.169,3.966141733,1.418592227
Mammal,Antilope,cervicapra,9250,38,0.141,3.966141733,1.497259819
Mammal,Aotus,trivirgatus,225,38,0.213,2.352182518,1.318099329
Mammal,Aotus,trivirgatus,225,38,0.127,2.352182518,1.542675211
Mammal,Aplodontia,rufa,251,38,0.435,2.399673721,1.007989675
Mammal,Aplodontia,rufa,251,38,0.256,2.399673721,1.238238967
Mammal,Apodemus,sylvaticus,6.25,38,3.333,0.795880017,0.123643618
Mammal,Arctictis,binturong,2875,38,0.141,3.458637849,1.497259819
Mammal,Arctocebus,calabarensis,52.5,38,0.27,1.720159303,1.215115168
Mammal,Arctocephalus,galapagoensis,6750,38,0.115,3.829303773,1.585781092
Mammal,Arctocephalus,gazella,24380,38,0.196,4.387033701,1.354222861
Mammal,Arctocephalus,gazella,24380,38,0.11,4.387033701,1.605086247
Mammal,Arctocephalus,pusillus,44630,38,0.141,4.649626887,1.497259819
Mammal,Arctogalidia,trivirgata,562.5,38,0.213,2.750122527,1.318099329
Mammal,Arvicola,terrestris,50,38,1.111,1.698970004,0.600764873
Mammal,Ateles,paniscus,1975,38,0.127,3.2955671,1.542675211
Mammal,Babyrousa,babyrussa,25000,38,0.105,4.397940009,1.625289633
Mammal,Balaena,mysticetus,17250000,38,0.084,7.236789099,1.722199646
Mammal,Balaena,mysticetus,17250000,38,0.063,7.236789099,1.847138382
Mammal,Balaenoptera,acutorostrata,2500000,38,0.056,6.397940009,1.898290905
Mammal,Balaenoptera,acutorostrata,2500000,38,0.053,6.397940009,1.922203062
Mammal,Balaenoptera,acutorostrata,2500000,38,0.05,6.397940009,1.947508928
Mammal,Balaenoptera,borealis,5000000,38,0.036,6.698970004,2.090176431
Mammal,Balaenoptera,borealis,5000000,38,0.034,6.698970004,2.115000015
Mammal,Balaenoptera,edeni,4000000,38,0.035,6.602059991,2.102410888
Mammal,Balaenoptera,musculus,37500000,38,0.056,7.574031268,1.898290905
Mammal,Balaenoptera,musculus,37500000,38,0.05,7.574031268,1.947508928
Mammal,Balaenoptera,musculus,37500000,38,0.039,7.574031268,2.055414325
Mammal,Balaenoptera,musculus,37500000,38,0.023,7.574031268,2.284751096
Mammal,Balaenoptera,physalus,11250000,38,0.022,7.051152522,2.304056251
Mammal,Balaenoptera,physalus,11250000,38,0.022,7.051152522,2.304056251
Mammal,Bassaricyon,gabbii,312.5,38,0.105,2.494850022,1.625289633
Mammal,Bassariscus,astutus,282.4,38,0.159,2.450864692,1.445081808
Mammal,Bassariscus,sumichrasti,225,38,0.11,2.352182518,1.605086247
Mammal,Berardius,bairdii,2845000,38,0.035,6.454082271,2.102410888
Mammal,Bison,bison,144800,38,0.101,5.160768562,1.642157558
Mammal,Bison,bison,144800,38,0.076,5.160768562,1.76566534
Mammal,Bison,bonasus,200000,38,0.093,5.301029996,1.677995983
Mammal,Blarina,brevicauda,3.787,38,1.111,0.578295305,0.600764873
Mammal,Bos,grunniens,250000,38,0.101,5.397940009,1.642157558
Mammal,Bradypus,torquatus,975,38,0.213,2.989004616,1.318099329
Mammal,Burramys,parvus,10.38,38,0.667,1.016197354,0.822353098
Mammal,Cacajao,calvus,1449,38,0.141,3.161068385,1.497259819
Mammal,Cacajao,melanocephalus,950,38,0.213,2.977723605,1.318099329
Mammal,Callithrix,jacchus,73,38,0.256,1.86332286,1.238238967
Mammal,Callithrix,jacchus,73,38,0.256,1.86332286,1.238238967
Mammal,Callorhinus,ursinus,25000,38,0.101,4.397940009,1.642157558
Mammal,Callorhinus,ursinus,25000,38,0.084,4.397940009,1.722199646
Mammal,Callorhinus,ursinus,62500,38,0.051,4.795880017,1.938908756
Mammal,Camelus,dromedarius,200000,38,0.063,5.301029996,1.847138382
Mammal,Canis,latrans,3352,38,0.175,3.52530401,1.403440883
Mammal,Canis,latrans,3352,38,0.175,3.52530401,1.403440883
Mammal,Canis,latrans,3352,38,0.12,3.52530401,1.567297686
Mammal,Canis,lupus,4200,38,0.256,3.62324929,1.238238967
Mammal,Canis,lupus,4200,38,0.186,3.62324929,1.376965988
Mammal,Canis,lupus,4200,38,0.159,3.62324929,1.445081808
Mammal,Canis,lupus,7069,38,0.256,3.849357982,1.238238967
Mammal,Canis,lupus,7069,38,0.186,3.849357982,1.376965988
Mammal,Canis,lupus,7069,38,0.159,3.849357982,1.445081808
Mammal,Canis,rufus,5746,38,0.159,3.759365622,1.445081808
Mammal,Capra,cylindricornis,20000,38,0.115,4.301029996,1.585781092
Mammal,Capra,falconeri,23750,38,0.213,4.375663614,1.318099329
Mammal,Capra,falconeri,23750,38,0.196,4.375663614,1.354222861
Mammal,Capreolus,capreolus,7500,38,0.169,3.875061263,1.418592227
Mammal,Castor,canadensis,3604,38,0.169,3.556784782,1.418592227
Mammal,Castor,fiber,6250,38,0.149,3.795880017,1.473292664
Mammal,Cavia,porcellus,182,38,0.172,2.260071388,1.410950485
Mammal,Cebus,albifrons,657.2,38,0.063,2.817697555,1.847138382
Mammal,Cebus,apella,625,38,0.063,2.795880017,1.847138382
Mammal,Cephalophus,monticola,1562,38,0.213,3.19368103,1.318099329
Mammal,Cephalorhynchus,commersonii,12500,38,0.141,4.096910013,1.497259819
Mammal,Ceratotherium,simum,737500,38,0.07,5.867762025,1.801380892
Mammal,Ceratotherium,simum,737500,38,0.056,5.867762025,1.898290905
Mammal,Ceratotherium,simum,737500,38,0.05,5.867762025,1.947508928
Mammal,Cercocebus,torquatus,1937,38,0.123,3.287129621,1.556573821
Mammal,Cercocebus,torquatus,1937,38,0.084,3.287129621,1.722199646
Mammal,Cercopithecus,diana,1044,38,0.072,3.018700499,1.789146436
Mammal,Cercopithecus,mona,1156,38,0.084,3.062957834,1.722199646
Mammal,Cervus,elaphus,12500,38,0.05,4.096910013,1.947508928
Mammal,Cervus,elaphus,12500,38,0.025,4.096910013,2.248538923
Mammal,Cervus,elaphus,29880,38,0.127,4.475380593,1.542675211
Mammal,Cervus,elaphus,29880,38,0.094,4.475380593,1.673351078
Mammal,Cervus,elaphus,39060,38,0.127,4.591732239,1.542675211
Mammal,Cervus,elaphus,39060,38,0.094,4.591732239,1.673351078
Mammal,Cervus,elaphus,54440,38,0.127,4.735918117,1.542675211
Mammal,Cervus,elaphus,54440,38,0.094,4.735918117,1.673351078
Mammal,Chinchilla,lanigera,121.2,38,0.256,2.08350262,1.238238967
Mammal,Chinchilla,lanigera,121.2,38,0.226,2.08350262,1.292370493
Mammal,Chiropotes,albinasus,725,38,0.149,2.860338007,1.473292664
Mammal,Chiropotes,satanas,750,38,0.141,2.875061263,1.497259819
Mammal,Civettictis,civetta,3000,38,0.169,3.477121255,1.418592227
Mammal,Coendou,prehensilis,1100,38,0.149,3.041392685,1.473292664
Mammal,Colobus,polykomos,2459,38,0.097,3.390758529,1.659707198
Mammal,Colobus,polykomos,2459,38,0.083,3.390758529,1.72740084
Mammal,Cricetus,cricetus,125,38,0.667,2.096910013,0.822353098
Mammal,Crocidura,leucodon,2.455,38,0.909,0.390051496,0.687915049
Mammal,Crocidura,russula,1.6,38,0.847,0.204119983,0.718595522
Mammal,Crocuta,crocuta,15750,38,0.101,4.197280558,1.642157558
Mammal,Ctenomys,talarum,33.08,38,0.909,1.519565501,0.687915049
Mammal,Cystophora,cristata,50000,38,0.074,4.698970004,1.777247212
Mammal,Cystophora,cristata,50000,38,0.072,4.698970004,1.789146436
Mammal,Cystophora,cristata,50000,38,0.072,4.698970004,1.789146436
Mammal,Dactylopsila,trivirgata,105.8,38,0.526,2.024485668,0.925493188
Mammal,Dama,dama,12130,38,0.101,4.083860801,1.642157558
Mammal,Damaliscus,korrigum,24500,38,0.182,4.389166084,1.386407544
Mammal,Damaliscus,korrigum,24500,38,0.166,4.389166084,1.426370844
Mammal,Dasycercus,cristicauda,25,38,0.435,1.397940009,1.007989675
Mammal,Dasyprocta,punctata,668.7,38,0.256,2.825231323,1.238238967
Mammal,Dasyprocta,punctata,668.7,38,0.256,2.825231323,1.238238967
Mammal,Dasypus,novemcinctus,1051,38,0.169,3.021602716,1.418592227
Mammal,Dasypus,novemcinctus,1051,38,0.169,3.021602716,1.418592227
Mammal,Dasyurus,viverrinus,272.5,38,0.526,2.435366507,0.925493188
Mammal,Delanymys,brooksi,1.25,38,1.429,0.096910013,0.491446703
Mammal,Delphinapterus,leucas,350000,38,0.147,5.544068044,1.479161597
Mammal,Delphinapterus,leucas,350000,38,0.084,5.544068044,1.722199646
Mammal,Delphinapterus,leucas,350000,38,0.063,5.544068044,1.847138382
Mammal,Delphinus,delphis,16250,38,0.127,4.210853365,1.542675211
Mammal,Dendrohyrax,arboreus,737.5,38,0.256,2.867762025,1.238238967
Mammal,Dendrolagus,matschiei,1740,38,0.323,3.240549248,1.13727641
Mammal,Dicerorhinus,sumatrensis,350000,38,0.079,5.544068044,1.748851841
Mammal,Dicerorhinus,sumatrensis,350000,38,0.072,5.544068044,1.789146436
Mammal,Diceros,bicornis,295100,38,0.063,5.469969209,1.847138382
Mammal,Dugong,dugon,105000,38,0.046,5.021189299,1.9837211
Mammal,Dugong,dugon,105000,38,0.046,5.021189299,1.9837211
Mammal,Dugong,dugon,105000,38,0.036,5.021189299,2.090176431
Mammal,Echinops,telfairi,45,38,2.632,1.653212514,0.226193047
Mammal,Elaphurus,davidianus,43750,38,0.141,4.640978057,1.497259819
Mammal,Elaphurus,davidianus,43750,38,0.108,4.640978057,1.613055176
Mammal,Elephantulus,myurus,13.1,38,2.941,1.117271296,0.177983907
Mammal,Elephantulus,rufescens,9.375,38,0.435,0.971971276,1.007989675
Mammal,Elephas,maximus,1250000,38,0.063,6.096910013,1.847138382
Mammal,Elephas,maximus,1250000,38,0.042,6.096910013,2.023229642
Mammal,Elephas,maximus,1250000,38,0.036,6.096910013,2.090176431
Mammal,Elephas,maximus,1250000,38,0.032,6.096910013,2.141328954
Mammal,Enhydra,lutris,7500,38,0.11,3.875061263,1.605086247
Mammal,Enhydra,lutris,7500,38,0.084,3.875061263,1.722199646
Mammal,Equus,asinus,41250,38,0.127,4.615423953,1.542675211
Mammal,Equus,asinus,81250,38,0.127,4.90982337,1.542675211
Mammal,Equus,burchelli,59430,38,0.057,4.77400573,1.890604076
Mammal,Equus,caballus,62500,38,0.04,4.795880017,2.044418941
Mammal,Equus,grevyi,102000,38,0.127,5.008600172,1.542675211
Mammal,Equus,hemionus,57500,38,0.127,4.759667845,1.542675211
Mammal,Equus,zebra,71750,38,0.127,4.855821905,1.542675211
Mammal,Equus,zebra,71750,38,0.105,4.855821905,1.625289633
Mammal,Erethizon,dorsatum,1771,38,0.149,3.248218561,1.473292664
Mammal,Erethizon,dorsatum,1771,38,0.141,3.248218561,1.497259819
Mammal,Erignathus,barbatus,75000,38,0.101,4.875061263,1.642157558
Mammal,Erignathus,barbatus,75000,38,0.081,4.875061263,1.737993913
Mammal,Erignathus,barbatus,75000,38,0.081,4.875061263,1.737993913
Mammal,Erinaceus,europaeus,205.8,38,0.37,2.31344537,1.078277208
Mammal,Erinaceus,europaeus,205.8,38,0.323,2.31344537,1.13727641
Mammal,Erinaceus,europaeus,205.8,38,0.182,2.31344537,1.386407544
Mammal,Erythrocebus,patas,1817,38,0.12,3.259354927,1.567297686
Mammal,Eschrichtius,robustus,7500000,38,0.036,6.875061263,2.090176431
Mammal,Eschrichtius,robustus,7500000,38,0.033,6.875061263,2.127964992
Mammal,Eumetopias,jubatus,150000,38,0.11,5.176091259,1.605086247
Mammal,Eumetopias,jubatus,150000,38,0.084,5.176091259,1.722199646
Mammal,Felis,nigripes,325,38,0.213,2.511883361,1.318099329
Mammal,Felis,silvestris,1063,38,0.169,3.026533265,1.418592227
Mammal,Felis,silvestris,1063,38,0.141,3.026533265,1.497259819
Mammal,Felis,silvestris,1162,38,0.169,3.065206128,1.418592227
Mammal,Felis,silvestris,1162,38,0.141,3.065206128,1.497259819
Mammal,Galea,musteloides,120,38,2.381,2.079181246,0.269719537
Mammal,Gazella,dorcas,5750,38,0.204,3.759667845,1.336848765
Mammal,Gazella,gazella,5625,38,0.213,3.750122527,1.318099329
Mammal,Georychus,capensis,45.25,38,0.909,1.655618584,0.687915049
Mammal,Gerbillus,pyramidum,10.22,38,0.323,1.009450896,1.13727641
Mammal,Giraffa,camelopardalis,225000,38,0.101,5.352182518,1.642157558
Mammal,Giraffa,camelopardalis,225000,38,0.097,5.352182518,1.659707198
Mammal,Giraffa,camelopardalis,225000,38,0.069,5.352182518,1.807629841
Mammal,Gorilla,gorilla,31060,38,0.053,4.492201451,1.922203062
Mammal,Gorilla,gorilla,31060,38,0.05,4.492201451,1.947508928
Mammal,Gymnobelideus,leadbeateri,31.75,38,0.345,1.50174373,1.108659837
Mammal,Halichoerus,grypus,62500,38,0.081,4.795880017,1.737993913
Mammal,Halichoerus,grypus,62500,38,0.063,4.795880017,1.847138382
Mammal,Halichoerus,grypus,62500,38,0.055,4.795880017,1.906116242
Mammal,Halichoerus,grypus,62500,38,0.055,4.795880017,1.906116242
Mammal,Hemibelideus,lemuroides,238.1,38,0.667,2.376759395,0.822353098
Mammal,Hemicentetes,semispinosus,28,38,1.02,1.447158031,0.63787876
Mammal,Hemitragus,jemlahicus,22500,38,0.256,4.352182518,1.238238967
Mammal,Herpestes,ichneumon,712.5,38,0.213,2.852784869,1.318099329
Mammal,Heterohyrax,brucei,656.3,38,0.182,2.817102404,1.386407544
Mammal,Hippopotamus,amphibius,300000,38,0.03,5.477121255,2.169357677
Mammal,Hippopotamus,amphibius,354400,38,0.056,5.549493713,1.898290905
Mammal,Hippopotamus,amphibius,354400,38,0.05,5.549493713,1.947508928
Mammal,Hippopotamus,amphibius,354400,38,0.046,5.549493713,1.9837211
Mammal,Hydropotes,inermis,3375,38,0.213,3.528273777,1.318099329
Mammal,Hydrurga,leptonyx,90000,38,0.11,4.954242509,1.605086247
Mammal,Hydrurga,leptonyx,90000,38,0.097,4.954242509,1.659707198
Mammal,Hydrurga,leptonyx,90000,38,0.097,4.954242509,1.659707198
Mammal,Hyemoschus,aquaticus,2713,38,0.196,3.433449794,1.354222861
Mammal,Hyemoschus,aquaticus,2713,38,0.182,3.433449794,1.386407544
Mammal,Hylobates,agilis,1250,38,0.101,3.096910013,1.642157558
Mammal,Hylobates,lar,1250,38,0.101,3.096910013,1.642157558
Mammal,Hylobates,syndactylus,2750,38,0.101,3.439332694,1.642157558
Mammal,Hylobates,syndactylus,2750,38,0.084,3.439332694,1.722199646
Mammal,Hyperoodon,ampullatus,625000,38,0.068,5.795880017,1.813970019
Mammal,Isoodon,macrourus,400,38,3.333,2.602059991,0.123643618
Mammal,Isoodon,macrourus,400,38,0.909,2.602059991,0.687915049
Mammal,Kobus,ellipsiprymnus,52500,38,0.137,4.720159303,1.509758365
Mammal,Kobus,kob,29380,38,0.206,4.468051791,1.332611712
Mammal,Kobus,leche,27690,38,0.169,4.442322956,1.418592227
Mammal,Kobus,megaceros,21880,38,0.256,4.340047318,1.238238967
Mammal,Lagenorhynchus,acutus,50000,38,0.115,4.698970004,1.585781092
Mammal,Lagenorhynchus,acutus,50000,38,0.093,4.698970004,1.677995983
Mammal,Lagostrophus,fasciatus,425,38,0.667,2.62838893,0.822353098
Mammal,Lama,guanicoe,21250,38,0.127,4.327358934,1.542675211
Mammal,Lemur,catta,500,38,0.093,2.698970004,1.677995983
Mammal,Leptailurus,serval,3000,38,0.11,3.477121255,1.605086247
Mammal,Lepus,americanus,427.5,38,0.526,2.630936119,0.925493188
Mammal,Lepus,europaeus,950,38,0.213,2.977723605,1.318099329
Mammal,Lepus,timidus,625,38,0.286,2.795880017,1.190112899
Mammal,Liomys,adspersus,16.25,38,2,1.210853365,0.345448936
Mammal,Litocranius,walleri,9500,38,0.323,3.977723605,1.13727641
Mammal,Litocranius,walleri,9500,38,0.213,3.977723605,1.318099329
Mammal,Lobodon,carcinophagus,56250,38,0.11,4.750122527,1.605086247
Mammal,Lobodon,carcinophagus,56250,38,0.084,4.750122527,1.722199646
Mammal,Lobodon,carcinophagus,56250,38,0.07,4.750122527,1.801380892
Mammal,Lobodon,carcinophagus,56250,38,0.065,4.750122527,1.833565575
Mammal,Loxodonta,africana,985000,38,0.042,5.99343623,2.023229642
Mammal,Loxodonta,africana,985000,38,0.036,5.99343623,2.090176431
Mammal,Loxodonta,africana,1652000,38,0.04,6.218010043,2.044418941
Mammal,Lycaon,pictus,5513,38,0.256,3.741387992,1.238238967
Mammal,Lycaon,pictus,5513,38,0.233,3.741387992,1.279123011
Mammal,Macaca,arctoides,2500,38,0.084,3.397940009,1.722199646
Mammal,Macaca,mulatta,1150,38,0.087,3.06069784,1.706959679
Mammal,Macaca,mulatta,2500,38,0.084,3.397940009,1.722199646
Mammal,Macaca,nemestrina,2500,38,0.084,3.397940009,1.722199646
Mammal,Macaca,radiata,2500,38,0.127,3.397940009,1.542675211
Mammal,Macaca,silenus,2500,38,0.084,3.397940009,1.722199646
Mammal,Macaca,sinica,1000,38,0.084,3,1.722199646
Mammal,Macaca,sylvanus,1750,38,0.127,3.243038049,1.542675211
Mammal,Macaca,sylvanus,1750,38,0.115,3.243038049,1.585781092
Mammal,Macropus,agilis,3750,38,0.256,3.574031268,1.238238967
Mammal,Macropus,antilopinus,6813,38,0.159,3.833338389,1.445081808
Mammal,Macropus,dorsalis,2813,38,0.169,3.449169732,1.418592227
Mammal,Macropus,eugenii,1625,38,0.182,3.210853365,1.386407544
Mammal,Macropus,fuliginosus,5500,38,0.127,3.740362689,1.542675211
Mammal,Macropus,giganteus,6469,38,0.128,3.810837151,1.539268962
Mammal,Macropus,giganteus,6469,38,0.127,3.810837151,1.542675211
Mammal,Macropus,parma,1125,38,0.37,3.051152522,1.078277208
Mammal,Macropus,parma,1125,38,0.323,3.051152522,1.13727641
Mammal,Macropus,parryi,3375,38,0.256,3.528273777,1.238238967
Mammal,Macropus,robustus,5316,38,0.137,3.725584972,1.509758365
Mammal,Macropus,rufogriseus,4213,38,0.169,3.624591459,1.418592227
Mammal,Macropus,rufogriseus,4213,38,0.137,3.624591459,1.509758365
Mammal,Macropus,rufus,11560,38,0.127,4.062957834,1.542675211
Mammal,Macropus,rufus,11560,38,0.115,4.062957834,1.585781092
