"CiteID","ConID","ott_id","TSc","FSc","fF","TG","EE","BM","Eco","Lat","Long","TA","TAlog","SA","SAlog","Yr","DT","tWS","FD","PS","PST","DR","Drc","Drf"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",61.22,-50.01,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Male, 351-400cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",64.55,-53.98,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Male, <200cm",8,"Phylum","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",69.57,-55.15,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 301-350cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,0,0,"Fish","Ectotherm",1100000,"Marine",60.21,-47.51,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, >400cm",0,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",70.6,-55.31,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 251-300cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",70.6,-55.31,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Male, 251-300cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",61.22,-50.01,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 351-400cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",69.57,-55.15,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 301-350cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",61.22,-50.01,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 351-400cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,0,0,"Fish","Ectotherm",1100000,"Marine",61.22,-50.01,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 351-400cm",0,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",69.57,-55.15,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 301-350cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",60.21,-47.51,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, >400cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",69.57,-55.15,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Male, 301-350cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",69.57,-55.15,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 301-350cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",61.22,-50.01,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 351-400cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",69.57,-55.15,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 301-350cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",69.57,-55.15,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 301-350cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",70.6,-55.31,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 251-300cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",69.57,-55.15,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 301-350cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",64.55,-53.98,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, <200cm",8,"Phylum","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",70.6,-55.31,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Male, 251-300cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",70.6,-55.31,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Male, 251-300cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",69.57,-55.15,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Male, 301-350cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",69.57,-55.15,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 301-350cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",60.21,-47.51,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, >400cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,0,0,"Fish","Ectotherm",1100000,"Marine",69.57,-55.15,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Male, 301-350cm",0,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",69.57,-55.15,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 301-350cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",70.6,-55.31,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 251-300cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",60.21,-47.51,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, >400cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",64.55,-53.98,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, <200cm",8,"Phylum","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",60.21,-47.51,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, >400cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",69.57,-55.15,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 301-350cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",64.55,-53.98,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Male, <200cm",8,"Phylum","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",69.57,-55.15,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 301-350cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",64.55,-53.98,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, <200cm",8,"Phylum","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",70.6,-55.31,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Male, 251-300cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",72.92,-20.41,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Male, 201-250cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",61.22,-50.01,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 351-400cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,0,0,"Fish","Ectotherm",1100000,"Marine",70.6,-55.31,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 251-300cm",0,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",69.57,-55.15,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 301-350cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",64.55,-53.98,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Male, <200cm",8,"Phylum","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",69.57,-55.15,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 301-350cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",69.57,-55.15,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Male, 301-350cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",60.21,-47.51,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, >400cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",60.21,-47.51,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, >400cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",64.55,-53.98,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, <200cm",8,"Phylum","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",72.92,-20.41,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 201-250cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",60.21,-47.51,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, >400cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",61.22,-50.01,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 351-400cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,0,0,"Fish","Ectotherm",1100000,"Marine",70.6,-55.31,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 251-300cm",0,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",69.57,-55.15,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 301-350cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",70.6,-55.31,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 251-300cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",61.22,-50.01,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 351-400cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",70.6,-55.31,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Male, 251-300cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",69.57,-55.15,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 301-350cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,0,0,"Fish","Ectotherm",1100000,"Marine",64.55,-53.98,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, <200cm",0,"Genus","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",70.6,-55.31,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Male, 251-300cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",64.55,-53.98,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, <200cm",8,"Phylum","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",60.21,-47.51,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, >400cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",60.21,-47.51,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, >400cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",69.57,-55.15,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Undefined sex, 301-350cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",70.6,-55.31,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 251-300cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",60.21,-47.51,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, >400cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",69.57,-55.15,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 301-350cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",60.21,-47.51,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, >400cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",61.22,-50.01,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 351-400cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",70.6,-55.31,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 251-300cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,0,0,"Fish","Ectotherm",1100000,"Marine",64.55,-53.98,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Male, <200cm",0,"Phylum","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",70.6,-55.31,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Male, 251-300cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",61.22,-50.01,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 351-400cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,0,0,"Fish","Ectotherm",1100000,"Marine",70.6,-55.31,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Male, 251-300cm",0,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",61.22,-50.01,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 351-400cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",60.21,-47.51,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, >400cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,0,0,"Fish","Ectotherm",1100000,"Marine",60.21,-47.51,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, >400cm",0,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",61.22,-50.01,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 351-400cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",70.6,-55.31,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Male, 251-300cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",61.22,-50.01,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 351-400cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",61.22,-50.01,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 351-400cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",61.22,-50.01,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 351-400cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",61.22,-50.01,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 351-400cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",61.22,-50.01,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 351-400cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",60.21,-47.51,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, >400cm",55,"Class","Species"
"Solmundsson_2025","Somniosus_microcephalus",442057,4,4,1,"Fish","Ectotherm",1100000,"Marine",63.2,-22.37,"Years",2.86,"100km",5,2010,2010-01-01,NA,"Gut content (lethal)","Whole population","NA",10,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",61.22,-50.01,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Female, 351-400cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",70.6,-55.31,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Male, 251-300cm",55,"Class","Species"
"Cherel_2004","Somniosus_microcephalus",442057,36,36,1,"Fish","Ectotherm",1100000,"Marine",-49.5,69,"Years",2.86,"100km",5,1999,1999-01-01,NA,"Gut content (lethal)","Whole population","NA",19,"Species","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",70.6,-55.31,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Male, 251-300cm",55,"Class","Species"
"Nielsen_2019","Somniosus_microcephalus",442057,1,1,1,"Fish","Ectotherm",1100000,"Marine",70.6,-55.31,NA,NA,NA,NA,2015,2015-01-01,NA,"Gut content (lethal)","Sub-population","Male, 251-300cm",55,"Class","Species"
"Vital_2024","Sotalia_guianensis",250045,419,265,0.6325,"Mammals","Endotherm",80000,"Marine",-22.79,-43.72,"Years",2.86,"100km",5,2015,2015-01-01,NA,"Gut content (lethal)","Whole population","NA",50,"Family","Species"
"Vital_2024","Sotalia_guianensis",250045,95,42,0.4421,"Mammals","Endotherm",80000,"Marine",-22.85,-44.23,"Years",2.86,"100km",5,2015,2015-01-01,NA,"Gut content (lethal)","Whole population","NA",50,"Family","Species"
"Rodrigues_2019","Sotalia_guianensis",250045,42,40,0.9524,"Mammals","Endotherm",80000,"Marine",-17.62,-39.32,"Years",2.86,"100km",5,2007,2007-01-01,NA,"Gut content (lethal)","Whole population","NA",43,"Family","Species"
"Castañeda_2006","Spea_multiplicata",1013104,43,43,1,"Amphibians","Ectotherm",12.1,"Terrestrial",25.34,-102.81,"Days",0,"1000m",3,2003,2003-11-15,329,"Gut content (lethal)","Whole population","NA",24,"Phylum","Family"
"Purcell_1981a","Sphaeronectes_koellikeri",54559,1614,113,0.07,"Cnidarians","Ectotherm",NA,"Marine",32.75,-117.5,"Years",2.86,"100km",5,1979,1979-01-01,11,"Direct observation","Whole population","NA",1,"Class","Class"
"Randall_1967","Sphoeroides_spengleri",484090,31,29,0.9355,"Fish","Ectotherm",23.42,"Marine",18.03,-65.21,"Years",2.86,"100km",5,1963,1963-01-01,NA,"Gut content (lethal)","Whole population","NA",22,"Phylum","Species"
"Fagade_1973","Sphyraena_barracuda",25363,7,5,0.7143,"Fish","Ectotherm",5890,"Marine",6.4,3.4,"Years",2.86,"1000m",3,1967,1967-01-01,NA,"Gut content (lethal)","Whole population","NA",2,"Genus","Species"
"Varghese_2014","Sphyraena_barracuda",25363,64,30,0.4687,"Fish","Ectotherm",5890,"Marine",15.81,70.83,"Years",2.86,"1000km",6,2007,2007-01-01,NA,"Gut content (lethal)","Whole population","NA",8,"Order","Species"
"Randall_1967","Sphyraena_barracuda",25363,104,58,0.5577,"Fish","Ectotherm",5890,"Marine",18.03,-65.21,"Years",2.86,"100km",5,1963,1963-01-01,NA,"Gut content (lethal)","Whole population","NA",20,"Order","Species"
"Fagade_1973","Sphyraena_guachancho",160658,12,10,0.8333,"Fish","Ectotherm",26.6,"Marine",6.4,3.4,"Years",2.86,"1000m",3,1967,1967-01-01,NA,"Gut content (lethal)","Whole population","NA",2,"Genus","Species"
"Randall_1967","Sphyraena_picudilla",673959,13,7,0.5385,"Fish","Ectotherm",1100,"Marine",18.03,-65.21,"Years",2.86,"100km",5,1963,1963-01-01,NA,"Gut content (lethal)","Whole population","NA",2,"Phylum","Class"
"Torres-Rojas_2009","Sphyrna_lewini",450134,6,6,1,"Fish","Ectotherm",152400,"Marine",22.85,-106.7,"Days",0,"10km",4,2001,2001-02-15,56,"Gut content (lethal)","Whole population","NA",28,"Species","Species"
"Torres-Rojas_2009","Sphyrna_lewini",450134,13,12,0.9231,"Fish","Ectotherm",152400,"Marine",22.85,-106.7,"Days",0,"10km",4,2000,2000-11-15,330,"Gut content (lethal)","Whole population","NA",28,"Species","Species"
"Torres-Rojas_2009","Sphyrna_lewini",450134,193,160,0.829,"Fish","Ectotherm",152400,"Marine",22.85,-106.7,"Days",0,"10km",4,2000,2000-12-15,360,"Gut content (lethal)","Whole population","NA",28,"Species","Species"
"Torres-Rojas_2009","Sphyrna_lewini",450134,20,20,1,"Fish","Ectotherm",152400,"Marine",22.85,-106.7,"Days",0,"10km",4,2001,2001-01-15,25,"Gut content (lethal)","Whole population","NA",28,"Species","Species"
"VacquezLinero_2025","Sphyrna_zygaena",970843,60,51,0.85,"Fish","Ectotherm",243600,"Marine",27.34,-112.26,"Months",1.38,"10km",4,2019,2019-01-01,NA,"Gut content (lethal)","Whole population","NA",18,"Family","Species"
"Rauschenplat_1901","Spinachia_spinachia",111671,11,11,1,"Fish","Ectotherm",56.39,"Marine",54.51,10.41,"Years",2.86,"10km",4,1900,1900-01-01,NA,"Gut content (lethal)","Whole population","NA",9,"Phylum","Species"
"Rudstam_1992","Sprattus_sprattus",25768,4,3,0.75,"Fish","Ectotherm",5.415,"Marine",58.92,17.71,"Hours",-1.78,"100m",2,1985,1985-10-23,306,"Gut content (lethal)","Whole population","NA",6,"Genus","Genus"
"Rudstam_1992","Sprattus_sprattus",25768,10,10,1,"Fish","Ectotherm",5.415,"Marine",58.92,17.71,"Hours",-1.78,"100m",2,1985,1985-08-01,223,"Gut content (lethal)","Whole population","NA",6,"Genus","Genus"
"Rudstam_1992","Sprattus_sprattus",25768,13,10,0.7692,"Fish","Ectotherm",5.415,"Marine",58.05,17.71,"Hours",-1.78,"100m",2,1985,1985-07-04,195,"Gut content (lethal)","Whole population","NA",6,"Genus","Genus"
"Rudstam_1992","Sprattus_sprattus",25768,3,3,1,"Fish","Ectotherm",5.415,"Marine",58.92,17.71,"Hours",-1.78,"100m",2,1985,1985-08-28,250,"Gut content (lethal)","Whole population","NA",6,"Genus","Genus"
"Rudstam_1992","Sprattus_sprattus",25768,11,10,0.9091,"Fish","Ectotherm",5.415,"Marine",58.8,17.71,"Hours",-1.78,"100m",2,1985,1985-08-01,223,"Gut content (lethal)","Whole population","NA",6,"Genus","Genus"
"Rudstam_1992","Sprattus_sprattus",25768,15,10,0.6667,"Fish","Ectotherm",5.415,"Marine",58.8,17.58,"Hours",-1.78,"100m",2,1985,1985-08-28,250,"Gut content (lethal)","Whole population","NA",6,"Genus","Genus"
"Rudstam_1992","Sprattus_sprattus",25768,10,9,0.9,"Fish","Ectotherm",5.415,"Marine",59.05,17.71,"Hours",-1.78,"100m",2,1985,1985-08-01,223,"Gut content (lethal)","Whole population","NA",6,"Genus","Genus"
"Rudstam_1992","Sprattus_sprattus",25768,4,2,0.5,"Fish","Ectotherm",5.415,"Marine",58.8,17.58,"Hours",-1.78,"100m",2,1985,1985-07-04,195,"Gut content (lethal)","Whole population","NA",6,"Genus","Genus"
"Rudstam_1992","Sprattus_sprattus",25768,1,1,1,"Fish","Ectotherm",5.415,"Marine",58.8,17.58,NA,NA,NA,NA,1985,1985-10-23,306,"Gut content (lethal)","Whole population","NA",6,"Genus","Genus"
